버스정류장ars번호,시간대,승차비율,하차비율
05192,14,4.73,4.6
05192,15,5.44,5.34
05192,16,6.72,5.9
05192,17,8.15,7.5
05192,18,14.99,10.83
05192,19,7.66,7.58
05192,20,7.08,4.7
05192,21,6.46,4.19
05192,22,5.47,4.45
05194,0,2.69,5.19
05194,1,0.0,0.0
05194,2,0.0,0.0
05194,3,0.0,0.0
05194,4,0.0,0.0
05194,6,1.89,1.79
05194,7,9.13,3.45
05194,8,10.39,6.94
05194,9,7.66,4.4
05194,10,4.69,2.96
05194,11,3.97,3.66
05194,12,3.98,3.63
05194,13,3.96,4.26
05194,14,4.13,3.45
05194,15,5.98,5.1
05194,16,6.64,5.82
05194,17,9.27,9.19
05194,18,8.95,14.97
05194,19,5.81,8.93
05194,20,3.85,5.63
05194,21,3.21,5.74
05194,22,3.8,4.89
05205,0,0.17,0.18
05205,1,0.0,0.0
05205,2,0.0,0.0
05205,3,0.0,0.0
05205,4,0.0,0.0
05205,6,2.3,1.57
05205,7,8.53,2.05
05205,8,9.8,8.81
05205,9,8.24,9.92
05205,10,5.65,5.39
05205,11,5.93,4.45
05205,12,6.21,4.23
05205,13,5.93,5.82
05205,14,5.83,5.08
05205,15,6.42,4.79
05205,16,8.92,5.74
05205,17,9.31,6.98
05205,18,7.49,8.97
05205,19,3.0,8.29
05205,20,2.03,5.58
05205,21,1.76,5.67
05205,22,2.46,6.47
05216,0,,
05216,1,,
05216,2,,
05216,3,,
05216,4,,
05216,6,,
05216,7,,
05216,8,,
05216,9,,
05216,10,,
05216,11,,
05216,12,,
05216,13,,
05216,14,,
05216,15,,
05216,16,,
05216,17,,
05216,18,,
05216,19,,
05216,20,,
05216,21,,
05216,22,,
05220,0,,
05220,1,,
05220,2,,
05220,3,,
05220,4,,
05220,6,,
05220,7,,
05220,8,,
05220,9,,
05220,10,,
05220,11,,
05220,12,,
05220,13,,
05220,14,,
05220,15,,
05220,16,,
05220,17,,
05220,18,,
05220,19,,
05220,20,,
05220,21,,
05220,22,,
05224,0,,
05224,1,,
05224,2,,
05224,3,,
05224,4,,
05224,6,,
05224,7,,
05224,8,,
05224,9,,
05224,10,,
05224,11,,
05224,12,,
05224,13,,
05224,14,,
05224,15,,
05224,16,,
05224,17,,
05224,18,,
05224,19,,
05224,20,,
05224,21,,
05224,22,,
05225,0,,
05225,1,,
05225,2,,
05225,3,,
05225,4,,
05225,6,,
05225,7,,
05225,8,,
05225,9,,
05225,10,,
05225,11,,
05225,12,,
05225,13,,
05225,14,,
05225,15,,
05225,16,,
05225,17,,
05225,18,,
05225,19,,
05225,20,,
05225,21,,
05225,22,,
05231,0,5.87,6.62
05231,1,0.0,0.26
05231,2,0.0,0.0
05231,3,0.0,0.0
05231,4,0.0,0.0
05231,6,1.7,1.89
05231,7,5.65,5.34
05231,8,11.28,9.83
05231,9,5.97,6.04
05231,10,3.84,5.09
05231,11,3.39,4.13
05231,12,3.83,4.32
05231,13,5.19,4.52
05231,14,5.32,4.52
05231,15,5.91,5.09
05231,16,6.93,6.55
05231,17,7.46,7.33
05231,18,8.03,7.41
05231,19,5.78,6.33
05231,20,4.63,4.98
05231,21,4.77,4.69
05231,22,4.44,5.07
05233,0,1.53,2.53
05233,1,0.0,0.13
05233,2,0.0,0.0
05233,3,0.0,0.0
05233,4,0.0,0.0
05233,6,2.59,1.28
05233,7,10.13,7.8
05233,8,6.6,18.92
05233,9,7.48,5.61
05233,10,5.8,3.11
05233,11,5.04,2.59
05233,12,6.36,3.27
05233,13,7.57,4.22
05233,14,7.07,3.6
05233,15,7.16,4.46
05233,16,7.58,5.62
05233,17,7.5,5.77
05233,18,5.83,8.12
05233,19,3.52,7.39
05233,20,3.03,5.31
05233,21,2.69,5.43
05233,22,2.53,4.84
05235,0,0.0,
05235,1,0.0,
05235,2,0.0,
05235,3,0.0,
05235,4,0.0,
05235,6,100.0,
05235,7,0.0,
05235,8,0.0,
05235,9,0.0,
05235,10,0.0,
05235,11,0.0,
05235,12,0.0,
05235,13,0.0,
05235,14,0.0,
05235,15,0.0,
05235,16,0.0,
05235,17,0.0,
05235,18,0.0,
05235,19,0.0,
05235,20,0.0,
05235,21,0.0,
05235,22,0.0,
05236,0,0.0,
05236,1,0.0,
05236,2,0.0,
05236,3,0.0,
05236,4,0.0,
05236,6,100.0,
05236,7,0.0,
05236,8,0.0,
05236,9,0.0,
05236,10,0.0,
05236,11,0.0,
05236,12,0.0,
05236,13,0.0,
05236,14,0.0,
05236,15,0.0,
05236,16,0.0,
05236,17,0.0,
05236,18,0.0,
05236,19,0.0,
05236,20,0.0,
05236,21,0.0,
05236,22,0.0,
05251,0,3.6,8.43
05251,1,0.0,0.26
05251,2,0.0,0.0
05251,3,0.0,0.0
05251,4,0.0,0.0
05251,6,1.1,0.68
05251,7,2.36,3.63
05251,8,2.38,8.15
05251,9,1.43,6.95
05251,10,2.45,9.79
05251,11,3.83,6.62
05251,12,4.6,5.81
05251,13,6.01,5.77
05251,14,6.62,6.53
05251,15,9.35,6.18
05251,16,12.34,7.38
05251,17,12.47,6.01
05251,18,9.75,5.59
05251,19,5.82,3.58
05251,20,5.11,3.3
05251,21,6.05,2.88
05251,22,4.72,2.47
05252,0,2.38,7.28
05252,1,0.0,0.15
05252,2,0.0,0.0
05252,3,0.0,0.0
05252,4,0.0,0.0
05252,6,3.05,1.24
05252,7,10.54,3.37
05252,8,12.99,12.74
05252,9,7.46,9.24
05252,10,5.1,6.92
05252,11,5.31,5.74
05252,12,5.84,4.94
05252,13,5.17,5.69
05252,14,4.84,5.88
05252,15,5.15,5.59
05252,16,7.21,6.5
05252,17,6.93,5.99
05252,18,5.78,5.25
05252,19,3.7,4.24
05252,20,3.61,3.97
05252,21,3.15,2.85
05252,22,1.79,2.4
05253,0,9.51,6.14
05253,1,0.0,0.05
05253,2,0.0,0.0
05253,3,0.0,0.0
05253,4,0.0,0.0
05253,6,2.99,1.61
05253,7,7.06,3.12
05253,8,9.03,8.11
05253,9,7.53,9.12
05253,10,4.56,5.24
05253,11,3.94,4.47
05253,12,4.28,4.69
05253,13,4.28,6.09
05253,14,4.68,5.09
05253,15,4.93,5.33
05253,16,5.51,6.55
05253,17,5.71,7.78
05253,18,7.36,7.28
05253,19,5.54,6.97
05253,20,4.24,4.74
05253,21,4.16,4.33
05253,22,4.69,3.29
05258,0,3.29,8.39
05258,1,0.0,0.0
05258,2,0.0,0.0
05258,3,0.0,0.0
05258,4,0.0,0.0
05258,6,2.28,1.64
05258,7,10.01,4.35
05258,8,6.15,6.11
05258,9,2.85,3.91
05258,10,2.68,3.2
05258,11,2.47,3.03
05258,12,3.02,3.62
05258,13,3.36,3.73
05258,14,3.91,4.18
05258,15,5.35,6.05
05258,16,6.91,7.76
05258,17,8.32,8.74
05258,18,10.38,11.37
05258,19,9.19,8.52
05258,20,7.68,5.63
05258,21,6.31,4.45
05258,22,5.83,5.32
05268,0,4.47,3.85
05268,1,0.0,0.0
05268,2,0.0,0.0
05268,3,0.0,0.0
05268,4,0.0,0.0
05268,6,2.65,0.44
05268,7,12.46,1.34
05268,8,7.83,3.53
05268,9,9.6,4.85
05268,10,4.59,3.74
05268,11,4.46,4.22
05268,12,4.4,4.54
05268,13,5.03,5.71
05268,14,5.36,6.33
05268,15,5.78,8.66
05268,16,5.33,9.51
05268,17,5.48,8.49
05268,18,6.0,10.39
05268,19,5.18,9.56
05268,20,4.55,5.71
05268,21,3.55,4.75
05268,22,3.28,4.37
05269,0,2.17,3.77
05269,1,0.0,0.0
05269,2,0.0,0.0
05269,3,0.0,0.0
05269,4,0.0,0.0
05269,6,8.32,1.1
05269,7,11.56,1.3
05269,8,4.68,6.0
05269,9,6.13,2.81
05269,10,4.43,2.81
05269,11,5.42,4.99
05269,12,5.88,3.32
05269,13,5.39,4.74
05269,14,6.69,6.36
05269,15,6.3,6.53
05269,16,6.16,9.14
05269,17,7.55,10.06
05269,18,6.26,11.99
05269,19,4.06,9.36
05269,20,3.62,6.0
05269,21,2.84,5.3
05269,22,2.54,4.42
05270,0,1.84,3.76
05270,1,0.0,0.0
05270,2,0.0,0.0
05270,3,0.0,0.0
05270,4,0.0,0.0
05270,6,6.12,3.29
05270,7,12.31,2.78
05270,8,7.04,6.04
05270,9,6.26,5.03
05270,10,4.37,3.19
05270,11,4.65,3.69
05270,12,5.88,4.42
05270,13,5.57,4.01
05270,14,4.46,4.98
05270,15,5.24,7.04
05270,16,5.89,7.19
05270,17,8.17,8.08
05270,18,8.93,10.64
05270,19,3.96,10.08
05270,20,3.14,5.53
05270,21,3.86,5.33
05270,22,2.3,4.91
06168,0,0.0,2.91
06168,1,0.0,0.14
06168,2,0.0,0.0
06168,3,0.0,0.0
06168,4,0.0,0.0
06168,6,0.0,1.18
06168,7,0.34,3.35
06168,8,1.03,13.88
06168,9,1.72,4.77
06168,10,6.53,4.45
06168,11,5.15,2.95
06168,12,6.53,3.77
06168,13,11.0,4.65
06168,14,8.59,4.81
06168,15,8.59,7.46
06168,16,13.4,7.32
06168,17,12.71,9.79
06168,18,11.34,7.16
06168,19,7.56,6.58
06168,20,3.09,5.36
06168,21,1.72,4.71
06168,22,0.69,4.79
06225,0,0.0,0.0
06225,1,0.0,0.0
06225,2,0.0,0.0
06225,3,0.0,0.0
06225,4,1.51,2.03
06225,6,10.79,2.42
06225,7,24.9,9.55
06225,8,16.44,30.91
06225,9,6.39,5.53
06225,10,4.41,2.72
06225,11,4.47,3.73
06225,12,4.07,11.42
06225,13,3.54,5.33
06225,14,3.05,3.11
06225,15,3.77,3.14
06225,16,4.76,3.01
06225,17,3.39,4.25
06225,18,3.15,4.45
06225,19,2.17,2.94
06225,20,1.01,2.06
06225,21,1.43,1.86
06225,22,0.78,1.54
07011,0,0.0,0.0
07011,1,0.0,0.0
07011,2,0.0,0.0
07011,3,0.0,0.0
07011,4,0.0,0.0
07011,6,4.54,5.16
07011,7,11.69,9.62
07011,8,12.07,18.5
07011,9,9.73,9.13
07011,10,3.95,7.44
07011,11,2.96,3.69
07011,12,5.43,5.9
07011,13,5.26,4.49
07011,14,2.92,3.9
07011,15,3.78,4.46
07011,16,4.68,6.71
07011,17,8.39,5.3
07011,18,12.93,4.92
07011,19,2.58,2.6
07011,20,2.85,1.76
07011,21,3.71,3.09
07011,22,2.54,3.34
07013,0,0.0,0.0
07013,1,0.0,0.0
07013,2,0.0,0.0
07013,3,0.0,0.0
07013,4,0.0,0.0
07013,6,1.04,1.59
07013,7,21.97,5.16
07013,8,22.45,18.85
07013,9,3.18,9.13
07013,10,2.79,4.76
07013,11,2.23,3.57
07013,12,4.7,4.76
07013,13,3.82,5.75
07013,14,1.99,3.37
07013,15,2.55,3.57
07013,16,4.94,8.93
07013,17,5.1,6.94
07013,18,8.6,6.15
07013,19,3.42,5.36
07013,20,2.39,3.97
07013,21,2.79,2.58
07013,22,6.05,5.56
07014,0,9.36,8.1
07014,1,0.0,12.56
07014,2,0.0,0.0
07014,3,0.0,0.0
07014,4,0.0,0.0
07014,6,0.0,0.0
07014,7,2.1,0.66
07014,8,1.15,3.55
07014,9,2.87,19.59
07014,10,1.43,3.06
07014,11,2.1,1.4
07014,12,3.44,1.82
07014,13,4.39,2.81
07014,14,3.06,2.81
07014,15,3.34,2.31
07014,16,7.16,5.95
07014,17,16.43,7.77
07014,18,12.7,10.17
07014,19,8.6,5.04
07014,20,6.59,3.64
07014,21,5.83,4.96
07014,22,9.46,3.8
07015,0,0.0,0.0
07015,1,0.0,0.0
07015,2,0.0,0.0
07015,3,0.0,0.0
07015,4,0.0,0.0
07015,6,7.45,1.43
07015,7,19.67,3.15
07015,8,14.12,16.05
07015,9,6.58,6.88
07015,10,3.57,7.16
07015,11,6.34,3.87
07015,12,5.71,6.45
07015,13,4.68,6.3
07015,14,6.03,4.87
07015,15,4.44,4.58
07015,16,5.39,8.02
07015,17,5.15,7.45
07015,18,3.41,6.3
07015,19,1.51,5.16
07015,20,1.35,2.44
07015,21,1.43,4.87
07015,22,3.17,5.01
07016,0,0.0,0.0
07016,1,0.0,0.0
07016,2,0.0,0.0
07016,3,0.0,0.0
07016,4,0.0,0.0
07016,6,5.88,4.27
07016,7,31.96,4.27
07016,8,21.08,10.26
07016,9,6.47,6.84
07016,10,4.61,7.69
07016,11,4.41,2.56
07016,12,3.43,5.98
07016,13,3.63,11.11
07016,14,2.94,1.71
07016,15,1.96,3.42
07016,16,2.65,9.4
07016,17,2.16,6.84
07016,18,1.57,7.69
07016,19,1.37,5.13
07016,20,1.76,5.13
07016,21,3.24,3.42
07016,22,0.88,4.27
07017,0,22.12,7.36
07017,1,0.0,12.06
07017,2,0.0,0.0
07017,3,0.0,0.0
07017,4,0.0,0.0
07017,6,0.0,0.0
07017,7,0.46,3.55
07017,8,5.53,6.12
07017,9,1.38,3.9
07017,10,0.92,3.9
07017,11,3.23,3.63
07017,12,4.15,7.18
07017,13,3.69,4.34
07017,14,1.84,3.63
07017,15,2.76,4.43
07017,16,6.91,3.37
07017,17,13.36,5.76
07017,18,14.29,5.14
07017,19,5.07,10.55
07017,20,5.53,5.14
07017,21,3.23,4.34
07017,22,5.53,5.59
07018,0,0.0,0.0
07018,1,0.0,0.0
07018,2,0.0,0.0
07018,3,0.0,0.0
07018,4,0.0,0.0
07018,6,4.21,1.73
07018,7,9.93,23.38
07018,8,7.74,28.14
07018,9,5.22,6.93
07018,10,4.71,2.6
07018,11,5.05,4.76
07018,12,4.88,1.3
07018,13,4.71,3.46
07018,14,9.09,2.6
07018,15,10.77,1.73
07018,16,6.4,5.63
07018,17,11.11,6.93
07018,18,4.88,5.63
07018,19,2.19,0.87
07018,20,3.7,1.3
07018,21,2.86,1.3
07018,22,2.53,1.73
07020,0,8.04,9.64
07020,1,0.0,8.33
07020,2,0.0,0.0
07020,3,0.0,0.0
07020,4,0.0,0.0
07020,6,0.0,0.0
07020,7,0.62,0.49
07020,8,3.71,14.05
07020,9,2.47,1.72
07020,10,1.44,1.31
07020,11,2.68,3.51
07020,12,3.3,1.23
07020,13,1.24,2.45
07020,14,1.44,1.96
07020,15,3.09,6.05
07020,16,5.36,6.13
07020,17,10.31,9.89
07020,18,15.88,16.83
07020,19,11.13,5.96
07020,20,4.33,3.27
07020,21,5.77,3.43
07020,22,19.18,3.76
07021,0,10.73,8.54
07021,1,0.0,15.68
07021,2,0.0,0.0
07021,3,0.0,0.0
07021,4,0.0,0.0
07021,6,0.0,0.0
07021,7,0.27,0.83
07021,8,0.54,7.08
07021,9,0.66,6.35
07021,10,1.27,1.09
07021,11,2.06,1.46
07021,12,2.09,2.55
07021,13,2.63,2.97
07021,14,2.75,3.49
07021,15,3.9,3.28
07021,16,6.86,5.05
07021,17,10.21,7.81
07021,18,22.94,8.18
07021,19,11.42,13.49
07021,20,6.62,3.07
07021,21,6.44,4.43
07021,22,8.61,4.64
07043,0,2.6,14.11
07043,1,0.0,13.69
07043,2,1.3,4.14
07043,3,0.0,0.0
07043,4,0.0,0.0
07043,6,0.0,0.0
07043,7,0.0,0.61
07043,8,23.38,20.78
07043,9,6.49,5.8
07043,10,1.3,4.13
07043,11,5.19,4.74
07043,12,1.3,3.01
07043,13,5.19,3.03
07043,14,2.6,2.92
07043,15,2.6,2.31
07043,16,1.3,2.61
07043,17,6.49,4.7
07043,18,10.39,7.29
07043,19,5.19,2.49
07043,20,3.9,1.61
07043,21,3.9,0.99
07043,22,16.88,1.03
07045,0,0.0,0.0
07045,1,0.0,0.0
07045,2,0.0,0.0
07045,3,0.0,0.0
07045,4,0.0,0.0
07045,6,0.36,1.97
07045,7,2.21,7.89
07045,8,3.44,15.79
07045,9,2.41,5.92
07045,10,1.77,3.29
07045,11,2.0,3.95
07045,12,2.66,2.63
07045,13,2.29,3.95
07045,14,3.16,5.92
07045,15,3.73,4.61
07045,16,7.69,5.26
07045,17,10.03,7.24
07045,18,11.8,6.58
07045,19,15.82,5.26
07045,20,13.44,4.61
07045,21,8.82,7.89
07045,22,8.37,7.24
07057,0,11.11,6.07
07057,1,0.0,14.45
07057,2,0.0,8.2
07057,3,0.0,0.0
07057,4,0.0,0.0
07057,6,0.0,0.0
07057,7,0.0,0.04
07057,8,0.0,8.56
07057,9,0.0,4.73
07057,10,0.0,1.95
07057,11,11.11,3.54
07057,12,0.0,1.77
07057,13,11.11,2.74
07057,14,0.0,3.29
07057,15,0.0,1.95
07057,16,22.22,3.21
07057,17,0.0,7.26
07057,18,22.22,18.56
07057,19,11.11,6.79
07057,20,0.0,3.61
07057,21,0.0,1.44
07057,22,11.11,1.84
07058,0,0.0,0.0
07058,1,0.0,0.0
07058,2,0.0,0.0
07058,3,0.0,0.0
07058,4,0.0,0.0
07058,6,1.0,0.0
07058,7,19.33,0.0
07058,8,6.48,0.0
07058,9,3.06,6.67
07058,10,1.53,6.67
07058,11,3.48,6.67
07058,12,3.59,6.67
07058,13,5.42,0.0
07058,14,3.24,33.33
07058,15,4.24,13.33
07058,16,6.89,20.0
07058,17,7.01,0.0
07058,18,10.37,0.0
07058,19,4.77,6.67
07058,20,8.6,0.0
07058,21,6.25,0.0
07058,22,4.71,0.0
07060,0,0.0,0.0
07060,1,0.0,0.0
07060,2,0.0,0.0
07060,3,0.0,0.0
07060,4,5.92,3.61
07060,6,2.51,2.41
07060,7,7.91,2.41
07060,8,13.71,8.43
07060,9,6.92,16.87
07060,10,4.76,1.2
07060,11,3.97,2.41
07060,12,5.22,8.43
07060,13,5.25,4.82
07060,14,4.61,10.84
07060,15,5.92,13.25
07060,16,7.44,2.41
07060,17,5.02,3.61
07060,18,10.21,6.02
07060,19,2.8,6.02
07060,20,2.6,2.41
07060,21,2.36,3.61
07060,22,2.86,1.2
07101,0,0.0,0.0
07101,1,0.0,0.0
07101,2,0.0,0.0
07101,3,0.0,0.0
07101,4,100.0,100.0
07101,6,0.0,0.0
07101,7,0.0,0.0
07101,8,0.0,0.0
07101,9,0.0,0.0
07101,10,0.0,0.0
07101,11,0.0,0.0
07101,12,0.0,0.0
07101,13,0.0,0.0
07101,14,0.0,0.0
07101,15,0.0,0.0
07101,16,0.0,0.0
07101,17,0.0,0.0
07101,18,0.0,0.0
07101,19,0.0,0.0
07101,20,0.0,0.0
07101,21,0.0,0.0
07101,22,0.0,0.0
07102,0,0.0,0.0
07102,1,0.0,0.0
07102,2,0.0,0.0
07102,3,0.0,0.0
07102,4,0.0,0.0
07102,6,100.0,100.0
07102,7,0.0,0.0
07102,8,0.0,0.0
07102,9,0.0,0.0
07102,10,0.0,0.0
07102,11,0.0,0.0
07102,12,0.0,0.0
07102,13,0.0,0.0
07102,14,0.0,0.0
07102,15,0.0,0.0
07102,16,0.0,0.0
07102,17,0.0,0.0
07102,18,0.0,0.0
07102,19,0.0,0.0
07102,20,0.0,0.0
07102,21,0.0,0.0
07102,22,0.0,0.0
07103,0,0.0,0.0
07103,1,0.0,0.0
07103,2,0.0,0.0
07103,3,0.0,0.0
07103,4,100.0,100.0
07103,6,0.0,0.0
07103,7,0.0,0.0
07103,8,0.0,0.0
07103,9,0.0,0.0
07103,10,0.0,0.0
07103,11,0.0,0.0
07103,12,0.0,0.0
07103,13,0.0,0.0
07103,14,0.0,0.0
07103,15,0.0,0.0
07103,16,0.0,0.0
07103,17,0.0,0.0
07103,18,0.0,0.0
07103,19,0.0,0.0
07103,20,0.0,0.0
07103,21,0.0,0.0
07103,22,0.0,0.0
07104,0,0.0,0.0
07104,1,0.0,0.0
07104,2,0.0,0.0
07104,3,0.0,0.0
07104,4,0.0,0.0
07104,6,100.0,100.0
07104,7,0.0,0.0
07104,8,0.0,0.0
07104,9,0.0,0.0
07104,10,0.0,0.0
07104,11,0.0,0.0
07104,12,0.0,0.0
07104,13,0.0,0.0
07104,14,0.0,0.0
07104,15,0.0,0.0
07104,16,0.0,0.0
07104,17,0.0,0.0
07104,18,0.0,0.0
07104,19,0.0,0.0
07104,20,0.0,0.0
07104,21,0.0,0.0
07104,22,0.0,0.0
07105,0,0.0,0.0
07105,1,0.0,0.0
07105,2,0.0,0.0
07105,3,0.0,0.0
07105,4,100.0,100.0
07105,6,0.0,0.0
07105,7,0.0,0.0
07105,8,0.0,0.0
07105,9,0.0,0.0
07105,10,0.0,0.0
07105,11,0.0,0.0
07105,12,0.0,0.0
07105,13,0.0,0.0
07105,14,0.0,0.0
07105,15,0.0,0.0
07105,16,0.0,0.0
07105,17,0.0,0.0
07105,18,0.0,0.0
07105,19,0.0,0.0
07105,20,0.0,0.0
07105,21,0.0,0.0
07105,22,0.0,0.0
07106,0,0.0,0.0
07106,1,0.0,0.0
07106,2,0.0,0.0
07106,3,0.0,0.0
07106,4,0.0,0.0
07106,6,100.0,100.0
07106,7,0.0,0.0
07106,8,0.0,0.0
07106,9,0.0,0.0
07106,10,0.0,0.0
07106,11,0.0,0.0
07106,12,0.0,0.0
07106,13,0.0,0.0
07106,14,0.0,0.0
07106,15,0.0,0.0
07106,16,0.0,0.0
07106,17,0.0,0.0
07106,18,0.0,0.0
07106,19,0.0,0.0
07106,20,0.0,0.0
07106,21,0.0,0.0
07106,22,0.0,0.0
07107,0,0.0,0.0
07107,1,0.0,0.0
07107,2,0.0,0.0
07107,3,0.0,0.0
07107,4,100.0,100.0
07107,6,0.0,0.0
07107,7,0.0,0.0
07107,8,0.0,0.0
07107,9,0.0,0.0
07107,10,0.0,0.0
07107,11,0.0,0.0
07107,12,0.0,0.0
07107,13,0.0,0.0
07107,14,0.0,0.0
07107,15,0.0,0.0
07107,16,0.0,0.0
07107,17,0.0,0.0
07107,18,0.0,0.0
07107,19,0.0,0.0
07107,20,0.0,0.0
07107,21,0.0,0.0
07107,22,0.0,0.0
07108,0,0.0,0.0
07108,1,0.0,0.0
07108,2,0.0,0.0
07108,3,0.0,0.0
07108,4,0.0,0.0
07108,6,100.0,100.0
07108,7,0.0,0.0
07108,8,0.0,0.0
07108,9,0.0,0.0
07108,10,0.0,0.0
07108,11,0.0,0.0
07108,12,0.0,0.0
07108,13,0.0,0.0
07108,14,0.0,0.0
07108,15,0.0,0.0
07108,16,0.0,0.0
07108,17,0.0,0.0
07108,18,0.0,0.0
07108,19,0.0,0.0
07108,20,0.0,0.0
07108,21,0.0,0.0
07108,22,0.0,0.0
07109,0,0.0,0.0
07109,1,0.0,0.0
07109,2,0.0,0.0
07109,3,0.0,0.0
07109,4,100.0,100.0
07109,6,0.0,0.0
07109,7,0.0,0.0
07109,8,0.0,0.0
07109,9,0.0,0.0
07109,10,0.0,0.0
07109,11,0.0,0.0
07109,12,0.0,0.0
07109,13,0.0,0.0
07109,14,0.0,0.0
07109,15,0.0,0.0
07109,16,0.0,0.0
07109,17,0.0,0.0
07109,18,0.0,0.0
07109,19,0.0,0.0
07109,20,0.0,0.0
07109,21,0.0,0.0
07109,22,0.0,0.0
07110,0,0.0,0.0
07110,1,0.0,0.0
07110,2,0.0,0.0
07110,3,0.0,0.0
07110,4,0.0,0.0
07110,6,100.0,100.0
07110,7,0.0,0.0
07110,8,0.0,0.0
07110,9,0.0,0.0
07110,10,0.0,0.0
07110,11,0.0,0.0
07110,12,0.0,0.0
07110,13,0.0,0.0
07110,14,0.0,0.0
07110,15,0.0,0.0
07110,16,0.0,0.0
07110,17,0.0,0.0
07110,18,0.0,0.0
07110,19,0.0,0.0
07110,20,0.0,0.0
07110,21,0.0,0.0
07110,22,0.0,0.0
07111,0,0.0,0.0
07111,1,0.0,0.0
07111,2,0.0,0.0
07111,3,0.0,0.0
07111,4,100.0,100.0
07111,6,0.0,0.0
07111,7,0.0,0.0
07111,8,0.0,0.0
07111,9,0.0,0.0
07111,10,0.0,0.0
07111,11,0.0,0.0
07111,12,0.0,0.0
07111,13,0.0,0.0
07111,14,0.0,0.0
07111,15,0.0,0.0
07111,16,0.0,0.0
07111,17,0.0,0.0
07111,18,0.0,0.0
07111,19,0.0,0.0
07111,20,0.0,0.0
07111,21,0.0,0.0
07111,22,0.0,0.0
07112,0,0.0,0.0
07112,1,0.0,0.0
07112,2,0.0,0.0
07112,3,0.0,0.0
07112,4,0.0,0.0
07112,6,100.0,100.0
07112,7,0.0,0.0
07112,8,0.0,0.0
07112,9,0.0,0.0
07112,10,0.0,0.0
07112,11,0.0,0.0
07112,12,0.0,0.0
07112,13,0.0,0.0
07112,14,0.0,0.0
07112,15,0.0,0.0
07112,16,0.0,0.0
07112,17,0.0,0.0
07112,18,0.0,0.0
07112,19,0.0,0.0
07112,20,0.0,0.0
07112,21,0.0,0.0
07112,22,0.0,0.0
07113,0,0.0,0.0
07113,1,0.0,0.0
07113,2,0.0,0.0
07113,3,0.0,0.0
07113,4,100.0,100.0
07113,6,0.0,0.0
07113,7,0.0,0.0
07113,8,0.0,0.0
07113,9,0.0,0.0
07113,10,0.0,0.0
07113,11,0.0,0.0
07113,12,0.0,0.0
07113,13,0.0,0.0
07113,14,0.0,0.0
07113,15,0.0,0.0
07113,16,0.0,0.0
07113,17,0.0,0.0
07113,18,0.0,0.0
07113,19,0.0,0.0
07113,20,0.0,0.0
07113,21,0.0,0.0
07113,22,0.0,0.0
07114,0,0.0,0.0
07114,1,0.0,0.0
07114,2,0.0,0.0
07114,3,0.0,0.0
07114,4,0.0,0.0
07114,6,100.0,100.0
07114,7,0.0,0.0
07114,8,0.0,0.0
07114,9,0.0,0.0
07114,10,0.0,0.0
07114,11,0.0,0.0
07114,12,0.0,0.0
07114,13,0.0,0.0
07114,14,0.0,0.0
07114,15,0.0,0.0
07114,16,0.0,0.0
07114,17,0.0,0.0
07114,18,0.0,0.0
07114,19,0.0,0.0
07114,20,0.0,0.0
07114,21,0.0,0.0
07114,22,0.0,0.0
07115,0,0.0,0.0
07115,1,0.0,0.0
07115,2,0.0,0.0
07115,3,0.0,0.0
07115,4,100.0,100.0
07115,6,0.0,0.0
07115,7,0.0,0.0
07115,8,0.0,0.0
07115,9,0.0,0.0
07115,10,0.0,0.0
07115,11,0.0,0.0
07115,12,0.0,0.0
07115,13,0.0,0.0
07115,14,0.0,0.0
07115,15,0.0,0.0
07115,16,0.0,0.0
07115,17,0.0,0.0
07115,18,0.0,0.0
07115,19,0.0,0.0
07115,20,0.0,0.0
07115,21,0.0,0.0
07115,22,0.0,0.0
07116,0,0.0,0.0
07116,1,0.0,0.0
07116,2,0.0,0.0
07116,3,0.0,0.0
07116,4,0.0,0.0
07116,6,100.0,100.0
07116,7,0.0,0.0
07116,8,0.0,0.0
07116,9,0.0,0.0
07116,10,0.0,0.0
07116,11,0.0,0.0
07116,12,0.0,0.0
07116,13,0.0,0.0
07116,14,0.0,0.0
07116,15,0.0,0.0
07116,16,0.0,0.0
07116,17,0.0,0.0
07116,18,0.0,0.0
07116,19,0.0,0.0
07116,20,0.0,0.0
07116,21,0.0,0.0
07116,22,0.0,0.0
07117,0,0.0,0.0
07117,1,0.0,0.0
07117,2,0.0,0.0
07117,3,0.0,0.0
07117,4,100.0,100.0
07117,6,0.0,0.0
07117,7,0.0,0.0
07117,8,0.0,0.0
07117,9,0.0,0.0
07117,10,0.0,0.0
07117,11,0.0,0.0
07117,12,0.0,0.0
07117,13,0.0,0.0
07117,14,0.0,0.0
07117,15,0.0,0.0
07117,16,0.0,0.0
07117,17,0.0,0.0
07117,18,0.0,0.0
07117,19,0.0,0.0
07117,20,0.0,0.0
07117,21,0.0,0.0
07117,22,0.0,0.0
07118,0,0.0,0.0
07118,1,0.0,0.0
07118,2,0.0,0.0
07118,3,0.0,0.0
07118,4,0.0,0.0
07118,6,100.0,100.0
07118,7,0.0,0.0
07118,8,0.0,0.0
07118,9,0.0,0.0
07118,10,0.0,0.0
07118,11,0.0,0.0
07118,12,0.0,0.0
07118,13,0.0,0.0
07118,14,0.0,0.0
07118,15,0.0,0.0
07118,16,0.0,0.0
